0.0; 0
3.0994415283203125e-06; 140
0.0; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
4.00543212890625e-05; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.2040138244628906e-05; 140
2.0265579223632812e-06; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
0.0; 140
0.0; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
0.0; 140
1.0728836059570312e-06; 140
0.0; 140
9.5367431640625e-07; 140
